LSOA11 Code,Public transport accessibility metric
E01026185,4
E01026186,3
E01026187,5
E01026188,4
E01026189,2
E01026190,2
E01026191,4
E01026192,6
E01026193,7
E01026194,3
E01026195,6
E01026196,3
E01026197,6
E01026198,7
E01026199,6
E01026200,7
E01026201,7
E01026202,4
E01026203,4
E01026204,3
E01026205,2
E01026206,2
E01026207,7
E01026208,7
E01026209,5
E01026210,7
E01026211,6
E01026212,6
E01026213,5
E01026214,2
E01026215,3
E01026218,1
E01026219,2
E01026220,3
E01026221,7
E01026222,6
E01026223,7
E01026224,7
E01026225,6
E01026226,3
E01026227,2
E01026228,4
E01026229,4
E01026230,2
E01026231,4
E01026232,2
E01026233,5
E01026234,6
E01026235,2
E01026236,3
E01026237,2
E01026238,3
E01026239,6
E01026240,7
E01026241,7
E01026242,4
E01026243,5
E01026244,7
E01026245,6
E01026246,7
E01026247,4
E01026248,7
E01026249,7
E01026250,3
E01026251,3
E01026252,2
E01026253,5
E01026254,7
E01026255,6
E01026256,6
E01026257,6
E01026258,6
E01026259,6
E01026260,6
E01026262,5
E01026263,5
E01026264,3
E01026265,6
E01026266,2
E01026267,6
E01026268,3
E01026269,3
E01026270,3
E01026271,1
E01026272,1
E01026273,4
E01026274,4
E01026275,3
E01026276,6
E01026277,6
E01026278,7
E01026279,7
E01026280,7
E01026281,7
E01026282,7
E01026283,7
E01026284,7
E01026285,7
E01026286,7
E01026287,2
E01026288,2
E01026289,3
E01026290,7
E01026291,2
E01026292,2
E01026293,2
E01026294,3
E01026296,6
E01026297,2
E01026298,1
E01026299,3
E01026300,4
E01026301,2
E01026302,2
E01026303,2
E01026304,4
E01026305,4
E01026306,3
E01026307,3
E01026308,0
E01026309,2
E01026310,2
E01026311,1
E01026312,1
E01026313,5
E01026314,4
E01026315,4
E01026316,7
E01026317,0
E01026318,2
E01026319,2
E01026320,5
E01026321,3
E01026322,2
E01026323,1
E01026324,2
E01026325,2
E01026326,0
E01026327,1
E01026328,1
E01026329,5
E01026330,6
E01026331,7
E01026332,7
E01026333,7
E01026334,6
E01026335,3
E01026336,4
E01026337,2
E01026338,6
E01026339,7
E01026340,3
E01026341,7
E01026342,6
E01026343,0
E01026344,2
E01026345,1
E01026346,2
E01026347,1
E01026348,1
E01026349,2
E01026350,3
E01026351,1
E01026352,1
E01026353,0
E01026354,2
E01026355,4
E01026356,4
E01026357,3
E01026358,2
E01026359,2
E01026360,6
E01026361,6
E01026362,7
E01026363,6
E01026364,6
E01026365,5
E01026366,7
E01026367,7
E01026368,6
E01026369,3
E01026370,2
E01026371,3
E01026372,7
E01026373,7
E01026374,4
E01026375,7
E01026376,4
E01026377,4
E01026378,3
E01026379,3
E01026380,4
E01026381,3
E01026382,4
E01026383,3
E01026384,2
E01026385,7
E01026386,6
E01026387,7
E01026388,5
E01026389,5
E01026390,5
E01026391,7
E01026392,7
E01026393,3
E01026394,5
E01026395,2
E01026396,5
E01026397,6
E01026398,5
E01026399,6
E01026400,7
E01026401,7
E01026402,5
E01026403,6
E01026404,6
E01026405,3
E01026406,5
E01026407,5
E01026408,3
E01026409,7
E01026410,7
E01026411,7
E01026412,3
E01026413,1
E01026414,7
E01026415,7
E01026416,7
E01026419,7
E01026420,6
E01026421,7
E01026422,4
E01026423,4
E01026424,7
E01026425,3
E01026426,2
E01026427,4
E01026428,6
E01026429,2
E01026430,4
E01026431,3
E01026432,5
E01026433,5
E01026434,5
E01026435,7
E01026436,6
E01026437,6
E01026438,7
E01026439,5
E01026440,7
E01026441,7
E01026442,7
E01026443,7
E01026444,7
E01026445,7
E01026446,7
E01026447,4
E01026448,4
E01026449,4
E01026450,4
E01026451,6
E01026452,7
E01026453,7
E01026454,6
E01026455,4
E01026456,4
E01026457,2
E01026458,2
E01026459,5
E01026461,7
E01026462,7
E01026464,7
E01026465,3
E01026466,3
E01026467,6
E01026468,2
E01026469,2
E01026470,7
E01026471,7
E01026472,4
E01026473,5
E01026474,5
E01026475,4
E01026476,4
E01026477,4
E01026478,4
E01026479,7
E01026480,5
E01026481,7
E01026483,7
E01026484,7
E01026485,7
E01026486,5
E01026487,6
E01026488,3
E01026489,6
E01026490,4
E01026491,7
E01026492,7
E01026493,7
E01026494,7
E01026495,7
E01026496,6
E01026497,5
E01026498,6
E01026499,3
E01026500,3
E01026501,6
E01026502,7
E01026503,3
E01026504,7
E01026505,7
E01026506,7
E01026507,6
E01026508,5
E01026509,6
E01026510,5
E01026511,7
E01026512,7
E01026513,6
E01026514,7
E01026515,6
E01026516,5
E01026517,6
E01026518,7
E01026519,6
E01026520,4
E01026521,3
E01026522,7
E01026523,7
E01026524,7
E01026525,7
E01026526,2
E01026527,3
E01026528,2
E01026529,4
E01026530,3
E01026531,4
E01026532,2
E01026533,7
E01026534,7
E01026535,7
E01026536,6
E01026537,7
E01026538,6
E01026539,7
E01026540,3
E01026541,2
E01026542,2
E01026543,3
E01026544,3
E01026545,7
E01026546,7
E01026547,4
E01026548,5
E01026549,5
E01026550,6
E01026551,7
E01026552,7
E01026553,4
E01026554,4
E01026555,2
E01026556,2
E01026557,3
E01026558,4
E01026559,4
E01026560,3
E01026561,3
E01026562,5
E01026563,6
E01026564,4
E01026565,5
E01026566,3
E01026567,3
E01026568,4
E01026569,3
E01026570,3
E01026571,2
E01026572,3
E01026573,4
E01026574,3
E01026575,3
E01026576,5
E01026577,3
E01026578,7
E01026579,6
E01026580,7
E01026581,2
E01026582,3
E01026583,2
E01026584,1
E01026585,1
E01026586,2
E01026587,2
E01026588,5
E01026589,5
E01026590,3
E01026591,5
E01026592,5
E01026593,6
E01026594,3
E01026595,2
E01026596,2
E01026597,1
E01026598,1
E01026599,2
E01026600,1
E01026601,1
E01026602,1
E01026603,2
E01026604,1
E01026605,5
E01026606,5
E01026607,7
E01026608,6
E01026609,7
E01026610,1
E01026611,2
E01026612,3
E01026613,6
E01026614,6
E01026615,6
E01026616,5
E01026617,2
E01026618,1
E01026619,2
E01026620,1
E01026621,1
E01026622,4
E01026623,1
E01026624,2
E01026625,2
E01026626,3
E01026627,7
E01026628,7
E01026629,5
E01026630,1
E01026631,1
E01026632,1
E01026633,1
E01026634,1
E01026635,2
E01026636,7
E01026637,6
E01026638,6
E01026639,2
E01026640,2
E01026641,3
E01026642,6
E01026643,7
E01026644,6
E01026645,6
E01026646,7
E01026647,7
E01026648,6
E01026649,6
E01026650,7
E01026651,6
E01026652,7
E01026653,6
E01026654,6
E01026655,6
E01026656,7
E01026659,7
E01026660,5
E01026661,7
E01026662,3
E01026663,3
E01026664,3
E01026665,6
E01026666,3
E01026667,1
E01026668,1
E01026669,4
E01026670,5
E01026671,3
E01026672,3
E01026673,4
E01026674,6
E01026675,5
E01026676,3
E01026677,3
E01026678,5
E01026679,6
E01026680,4
E01026681,6
E01026682,4
E01026683,3
E01026684,7
E01026685,7
E01026686,4
E01026687,2
E01026688,4
E01026689,1
E01026690,4
E01026691,5
E01026692,5
E01026693,3
E01026694,7
E01026695,7
E01026696,6
E01026697,7
E01026698,1
E01026699,1
E01026700,1
E01026701,6
E01026702,6
E01026703,6
E01026704,1
E01026705,6
E01026706,1
E01026707,6
E01026708,4
E01026709,5
E01026710,5
E01026711,6
E01026712,5
E01026713,6
E01026714,4
E01026715,5
E01026716,7
E01026717,7
E01026718,7
E01026719,7
E01026720,6
E01026721,5
E01026722,7
E01026723,7
E01026724,7
E01026725,6
E01026726,6
E01026727,7
E01026728,7
E01026729,7
E01026730,6
E01026731,3
E01026732,7
E01026733,7
E01026734,2
E01026735,2
E01026736,4
E01026737,7
E01026738,6
E01026739,7
E01026740,7
E01026741,7
E01026742,6
E01026743,6
E01026744,6
E01026745,4
E01026746,4
E01026747,3
E01026748,4
E01026749,5
E01026750,4
E01026751,6
E01026752,7
E01026753,3
E01026754,5
E01026755,5
E01026756,5
E01026757,6
E01026758,6
E01026759,4
E01026760,3
E01026761,3
E01026762,5
E01026763,7
E01026764,4
E01026765,7
E01026766,6
E01026767,7
E01026768,7
E01026769,6
E01026770,2
E01026771,2
E01026772,3
E01026773,4
E01026774,5
E01026775,6
E01026776,4
E01026777,4
E01026778,2
E01026779,2
E01026780,7
E01026781,5
E01026782,7
E01026783,7
E01026784,7
E01026785,5
E01026786,7
E01026787,7
E01026788,7
E01026789,7
E01026790,7
E01026791,2
E01026792,3
E01026793,2
E01026794,4
E01026796,1
E01026797,4
E01026798,4
E01026799,5
E01026800,2
E01026801,4
E01026802,1
E01026803,2
E01026804,2
E01026805,3
E01026806,2
E01026807,1
E01026808,3
E01026809,2
E01026810,2
E01026811,1
E01026812,3
E01026813,3
E01026814,1
E01026815,0
E01026816,0
E01026817,1
E01026818,2
E01026819,1
E01026820,1
E01026821,2
E01026822,1
E01026823,1
E01026824,1
E01026825,2
E01026826,0
E01026827,1
E01026828,2
E01026829,2
E01026830,1
E01026831,1
E01026832,3
E01026833,4
E01026834,1
E01026835,0
E01026836,0
E01026837,0
E01026838,0
E01026839,0
E01026840,0
E01026841,1
E01026842,1
E01026843,1
E01026844,1
E01026845,1
E01026846,1
E01026848,1
E01026849,3
E01026850,2
E01026852,1
E01026853,0
E01026855,0
E01026856,0
E01026857,1
E01026858,1
E01026859,1
E01026860,1
E01026861,1
E01026862,1
E01026863,1
E01026864,6
E01026865,3
E01026866,3
E01026867,2
E01026868,1
E01026869,3
E01026870,2
E01026871,4
E01026872,7
E01026873,7
E01026874,7
E01026875,7
E01026876,7
E01026877,7
E01026878,7
E01026879,7
E01026880,7
E01026881,6
E01026882,4
E01026883,4
E01026884,3
E01026885,5
E01026886,7
E01026887,7
E01026888,2
E01026889,3
E01026891,5
E01026892,3
E01026893,3
E01026894,6
E01026895,3
E01026896,7
E01026897,7
E01026898,3
E01026899,7
E01026900,4
E01026901,4
E01026902,3
E01026903,7
E01026904,6
E01026905,2
E01026906,3
E01026907,3
E01026908,3
E01026909,5
E01026910,7
E01026911,4
E01026912,6
E01026913,7
E01026914,7
E01026915,6
E01026916,5
E01026917,1
E01026918,5
E01026919,7
E01026920,7
E01026921,7
E01026922,3
E01026924,6
E01026925,3
E01026926,5
E01026927,5
E01026928,5
E01026929,7
E01026930,6
E01026931,4
E01026932,5
E01026933,1
E01026934,5
E01026935,7
E01026936,5
E01026937,3
E01026938,4
E01026939,7
E01026940,6
E01026941,7
E01026942,7
E01026943,7
E01026944,7
E01026945,4
E01026946,2
E01026947,7
E01026948,7
E01026949,1
E01026950,1
E01026951,2
E01026952,2
E01026953,2
E01026954,1
E01026955,2
E01026956,2
E01026957,2
E01026958,4
E01026959,2
E01026960,1
E01026961,1
E01026962,2
E01026963,0
E01026965,1
E01026966,2
E01026967,2
E01026968,0
E01026969,2
E01026970,2
E01026971,2
E01026972,2
E01026973,1
E01026974,4
E01026975,2
E01026976,2
E01026977,5
E01026978,4
E01026979,6
E01026980,7
E01026981,3
E01026982,2
E01026983,2
E01026984,2
E01026985,3
E01026986,4
E01026987,3
E01026988,3
E01026989,3
E01026990,4
E01026991,3
E01026992,2
E01026993,7
E01026994,7
E01026997,3
E01026998,6
E01026999,7
E01027000,6
E01027001,7
E01027002,7
E01027003,6
E01027004,7
E01027005,7
E01027006,4
E01027007,7
E01027008,4
E01027009,7
E01027010,5
E01027011,7
E01027012,3
E01027013,2
E01027014,3
E01027015,4
E01027016,4
E01027017,4
E01027018,7
E01027019,1
E01027020,2
E01027021,7
E01027022,7
E01027023,7
E01027024,7
E01027025,5
E01027026,7
E01027027,5
E01027028,7
E01027029,7
E01027030,7
E01027031,7
E01027032,7
E01027033,7
E01027034,2
E01027035,7
E01027037,2
E01027038,5
E01027039,3
E01027040,4
E01027041,3
E01027042,5
E01027043,7
E01027044,7
E01027045,7
E01027046,5
E01027047,3
E01027048,3
E01027049,4
E01027050,7
E01027051,3
E01027052,4
E01027053,3
E01027054,4
E01027055,3
E01027056,3
E01027057,6
E01027058,5
E01027059,3
E01027060,2
E01027061,5
E01027062,2
E01027063,3
E01027064,4
E01027065,2
E01027066,6
E01027067,3
E01027068,6
E01027069,3
E01027070,5
E01027071,4
E01027072,5
E01027073,3
E01027074,7
E01027075,7
E01027076,6
E01027077,7
E01027078,6
E01027079,1
E01027080,1
E01027081,1
E01027082,1
E01027083,1
E01027084,3
E01027085,2
E01027086,3
E01027087,2
E01027088,3
E01027089,4
E01027090,7
E01027091,4
E01027092,3
E01027094,3
E01027095,4
E01027096,1
E01027097,2
E01027098,2
E01027099,0
E01027100,0
E01027101,2
E01027102,3
E01027103,7
E01027104,2
E01027105,0
E01027106,0
E01027107,2
E01027108,2
E01027109,2
E01027110,1
E01027111,0
E01027112,0
E01027113,0
E01027114,1
E01027115,2
E01027116,2
E01027117,3
E01027119,4
E01027120,2
E01027121,3
E01027122,3
E01027123,2
E01027124,1
E01027125,4
E01027126,1
E01027127,1
E01027128,0
E01027129,7
E01027130,1
E01027131,2
E01027132,0
E01027133,0
E01027134,0
E01027135,0
E01027136,0
E01027137,0
E01027138,5
E01027139,1
E01027140,6
E01027141,5
E01027142,5
E01027143,1
E01027144,3
E01027145,0
E01027146,0
E01027147,1
E01027148,2
E01027149,2
E01027151,2
E01027152,0
E01027153,0
E01027154,0
E01027155,0
E01027156,0
E01027158,2
E01027159,0
E01027160,3
E01027161,1
E01027162,2
E01027163,1
E01027164,2
E01027165,3
E01027166,4
E01027167,3
E01027168,0
E01027169,0
E01027170,0
E01027171,1
E01027172,0
E01027173,0
E01027174,4
E01027175,2
E01027176,1
E01027177,3
E01027178,5
E01027179,0
E01027180,0
E01027181,1
E01027182,0
E01027183,0
E01027184,0
E01027185,0
E01027186,0
E01027187,0
E01027188,0
E01027189,0
E01027190,0
E01027191,0
E01027192,0
E01027193,3
E01027194,2
E01027195,0
E01027196,0
E01027197,2
E01027198,0
E01027199,3
E01027200,4
E01027201,2
E01027202,4
E01027203,1
E01027204,1
E01027205,1
E01027206,3
E01027207,3
E01027208,4
E01027209,5
E01027210,3
E01027211,3
E01027212,4
E01027213,4
E01027214,5
E01027215,2
E01027216,4
E01027217,2
E01027218,0
E01027219,0
E01027220,1
E01027221,1
E01027222,1
E01027223,1
E01027224,0
E01027225,2
E01027226,0
E01027227,1
E01027228,0
E01027229,0
E01027230,0
E01027231,0
E01027232,0
E01027233,4
E01027234,6
E01027235,4
E01027236,4
E01027237,2
E01027238,3
E01027239,2
E01027240,4
E01027241,0
E01027242,0
E01027243,2
E01027244,2
E01027245,3
E01027246,2
E01027247,1
E01027248,0
E01027249,0
E01027250,4
E01027252,6
E01027253,5
E01027254,5
E01027255,1
E01027256,1
E01027257,0
E01027258,3
E01027259,1
E01027260,2
E01027261,6
E01027262,7
E01027263,6
E01027264,4
E01027265,5
E01027266,4
E01027267,3
E01027268,4
E01027269,4
E01027270,6
E01027271,4
E01027272,3
E01027273,4
E01027274,6
E01027275,5
E01027276,3
E01027277,6
E01027279,5
E01027280,5
E01027281,5
E01027282,4
E01027283,5
E01027284,7
E01027285,4
E01027286,3
E01027287,4
E01027288,4
E01027289,7
E01027290,7
E01027291,6
E01027292,4
E01027293,3
E01027294,6
E01027295,7
E01027296,7
E01027297,4
E01027298,3
E01027299,2
E01027300,2
E01027301,4
E01027302,2
E01027303,4
E01027304,7
E01027305,7
E01027306,7
E01027307,5
E01027308,5
E01027309,3
E01027310,2
E01027311,3
E01027312,3
E01027313,3
E01027314,1
E01027315,1
E01027316,3
E01027317,3
E01027318,3
E01027319,5
E01027320,3
E01027321,7
E01027322,5
E01027323,3
E01027324,5
E01027325,5
E01027326,4
E01027327,3
E01027328,3
E01027329,3
E01027330,4
E01027331,3
E01027332,1
E01027333,6
E01027334,3
E01027335,4
E01027336,2
E01027337,5
E01027338,5
E01027339,3
E01027340,3
E01027341,5
E01027342,4
E01027343,2
E01027344,1
E01027345,5
E01027346,7
E01027347,7
E01027348,7
E01027349,1
E01027350,1
E01027351,2
E01027352,1
E01027353,6
E01027354,6
E01027355,3
E01027356,5
E01027357,4
E01027358,2
E01027359,5
E01027361,3
E01027362,4
E01027363,4
E01027364,3
E01027365,7
E01027366,7
E01027367,7
E01027368,7
E01027369,6
E01027370,7
E01027371,6
E01027372,7
E01027373,7
E01027374,7
E01027375,7
E01027376,3
E01027377,1
E01027378,5
E01027379,3
E01027380,7
E01027381,7
E01027382,7
E01027383,7
E01027384,7
E01027385,1
E01027386,1
E01027387,1
E01027388,1
E01027389,1
E01027390,5
E01027391,3
E01027392,3
E01027393,4
E01027394,4
E01027395,3
E01027396,2
E01027397,2
E01027398,2
E01027399,2
E01027400,2
E01027401,2
E01027402,4
E01027403,3
E01027404,2
E01027405,1
E01027406,0
E01027407,5
E01027408,1
E01027409,1
E01027410,1
E01027411,1
E01027412,3
E01027413,3
E01027414,2
E01027415,2
E01027416,3
E01027417,6
E01027418,4
E01027419,3
E01027420,2
E01027421,3
E01027422,3
E01027423,4
E01027424,1
E01027425,5
E01027426,4
E01027427,4
E01027428,4
E01027429,3
E01027430,4
E01027431,2
E01027432,2
E01027433,3
E01027434,4
E01027435,2
E01027436,4
E01027437,5
E01027438,4
E01027439,7
E01027440,5
E01027441,5
E01027442,4
E01027443,7
E01027444,3
E01027445,7
E01027446,6
E01027447,7
E01027448,7
E01027449,4
E01027450,7
E01027451,6
E01027452,1
E01027453,2
E01027455,6
E01027456,2
E01027457,2
E01027458,2
E01027460,4
E01027461,3
E01027462,4
E01027463,4
E01027464,4
E01027465,4
E01027466,2
E01027468,4
E01027469,4
E01027471,7
E01027472,7
E01027473,7
E01027474,4
E01027475,5
E01027476,4
E01027477,7
E01027478,5
E01027479,7
E01027480,7
E01027481,5
E01027482,5
E01027483,6
E01027484,7
E01027485,6
E01027486,6
E01027487,6
E01027488,4
E01027489,3
E01027490,1
E01027491,3
E01027492,1
E01027493,1
E01027494,1
E01027495,4
E01027496,5
E01027497,5
E01027498,3
E01027499,4
E01027500,3
E01027501,6
E01027502,6
E01027503,7
E01027504,6
E01027505,7
E01027506,7
E01027507,7
E01027508,4
E01027509,5
E01027510,6
E01027511,7
E01027512,7
E01027513,4
E01027514,1
E01027515,1
E01027516,3
E01027517,2
E01027518,2
E01027519,2
E01027520,3
E01027521,4
E01027522,1
E01027523,1
E01027524,1
E01027525,2
E01027526,4
E01027527,2
E01027528,1
E01027529,1
E01027530,3
E01027531,3
E01027532,1
E01027533,1
E01027534,2
E01027535,2
E01027536,3
E01027537,1
E01027538,3
E01027539,1
E01027540,2
E01027541,6
E01027542,6
E01027543,6
E01027544,5
E01027545,1
E01027546,1
E01027549,4
E01027550,2
E01027551,2
E01027552,6
E01027553,1
E01027554,1
E01027555,2
E01027556,6
E01027557,7
E01027558,7
E01027559,5
E01027560,3
E01027561,7
E01027562,7
E01027563,4
E01027564,1
E01027565,1
E01027566,1
E01027567,7
E01027568,5
E01027569,7
E01027570,7
E01027571,4
E01027572,3
E01027573,7
E01027574,4
E01027575,4
E01027576,1
E01027577,0
E01027578,0
E01027579,4
E01027580,3
E01027581,1
E01027582,4
E01027583,1
E01027584,1
E01027585,7
E01027586,6
E01027587,3
E01027588,4
E01027589,3
E01027590,3
E01027591,6
E01027592,7
E01027593,7
E01027594,3
E01027595,4
E01027596,3
E01027597,7
E01027598,4
E01027599,3
E01027600,7
E01027601,4
E01027603,5
E01027604,6
E01027605,0
E01027606,0
E01027607,1
E01027608,0
E01027609,3
E01027610,1
E01027611,3
E01027612,2
E01027613,7
E01027614,0
E01027615,1
E01027616,0
E01027617,7
E01027618,6
E01027619,6
E01027620,2
E01027621,2
E01027622,7
E01027623,2
E01027624,3
E01027625,3
E01027626,7
E01027627,7
E01027628,7
E01027629,2
E01027630,1
E01027631,4
E01027632,5
E01027633,7
E01027634,7
E01027635,7
E01027636,7
E01027637,7
E01027638,3
E01027639,4
E01027640,2
E01027641,5
E01027642,6
E01027643,6
E01027644,4
E01027645,3
E01027646,7
E01027647,7
E01027648,0
E01027649,0
E01027650,2
E01027651,0
E01027652,1
E01027653,2
E01027654,5
E01027655,1
E01027656,0
E01027657,1
E01027658,0
E01027659,0
E01027660,0
E01027661,2
E01027662,1
E01027663,2
E01027664,7
E01027665,6
E01027666,7
E01027667,7
E01027668,0
E01027669,0
E01027670,3
E01027671,1
E01027672,1
E01027673,0
E01027674,1
E01027675,1
E01027676,0
E01027677,0
E01027678,0
E01027679,0
E01027680,0
E01027681,7
E01027682,7
E01027683,7
E01027684,7
E01027685,6
E01027686,7
E01027687,7
E01027688,6
E01027689,0
E01027690,0
E01027691,1
E01027692,1
E01027693,7
E01027694,7
E01027695,6
E01027696,7
E01027697,0
E01027698,0
E01027699,6
E01027700,5
E01027701,7
E01027702,5
E01027703,7
E01027704,4
E01027705,3
E01027706,3
E01027707,6
E01027708,6
E01027709,5
E01027710,5
E01027711,5
E01027712,4
E01027713,3
E01027714,4
E01027715,4
E01027716,4
E01027717,1
E01027718,3
E01027719,1
E01027720,3
E01027721,4
E01027722,5
E01027723,3
E01027724,7
E01027725,6
E01027726,0
E01027727,3
E01027728,2
E01027729,0
E01027730,1
E01027731,0
E01027732,1
E01027733,1
E01027734,7
E01027735,7
E01027736,7
E01027737,7
E01027738,2
E01027739,2
E01027740,2
E01027741,3
E01027742,7
E01027743,4
E01027744,6
E01027745,7
E01027746,3
E01027747,6
E01027748,5
E01027749,6
E01027750,5
E01027751,7
E01027752,7
E01027753,7
E01027754,4
E01027756,7
E01027758,7
E01027759,3
E01027760,7
E01027761,6
E01027762,7
E01027763,7
E01027764,7
E01027765,2
E01027766,2
E01027767,2
E01027768,2
E01027769,3
E01027770,3
E01027771,4
E01027772,5
E01027773,7
E01027774,7
E01027775,7
E01027776,7
E01027777,7
E01027778,7
E01027779,7
E01027780,7
E01027781,3
E01027782,6
E01027783,4
E01027784,6
E01027785,4
E01027786,3
E01027787,5
E01027788,4
E01027789,5
E01027790,2
E01027791,4
E01027792,3
E01027793,4
E01027794,4
E01027795,2
E01027796,7
E01027797,7
E01027798,6
E01027799,6
E01027800,7
E01027801,7
E01027802,7
E01027803,7
E01027804,1
E01027805,3
E01027806,2
E01027807,3
E01027808,3
E01027809,2
E01027810,2
E01027811,2
E01027812,1
E01027813,7
E01027814,5
E01027815,7
E01027816,5
E01027817,3
E01027818,3
E01027819,3
E01027820,3
E01027821,7
E01027822,7
E01027823,4
E01027824,3
E01027825,1
E01027826,1
E01027827,4
E01027828,3
E01027829,3
E01027830,3
E01027831,6
E01027832,7
E01027833,6
E01027834,6
E01027835,5
E01027836,3
E01027837,2
E01027838,1
E01027839,4
E01027840,7
E01027841,6
E01027842,4
E01027843,3
E01027844,3
E01027845,4
E01027846,3
E01027847,4
E01027848,6
E01027849,3
E01027850,3
E01027851,3
E01027852,1
E01027853,2
E01027854,1
E01027855,4
E01027856,4
E01027857,7
E01027858,6
E01027859,6
E01027860,6
E01027861,2
E01027862,1
E01027863,2
E01027864,3
E01027865,1
E01027866,2
E01027867,4
E01027868,2
E01027869,1
E01027870,1
E01027871,3
E01027872,3
E01027873,3
E01027874,2
E01027875,7
E01027876,3
E01027877,3
E01027878,2
E01027879,2
E01027880,2
E01027881,4
E01027882,3
E01027883,7
E01027884,6
E01027885,4
E01027886,7
E01027887,5
E01027888,7
E01027889,6
E01027890,7
E01027891,7
E01027892,7
E01027893,4
E01027894,6
E01027895,7
E01027896,5
E01027897,7
E01027898,4
E01027899,4
E01027900,6
E01027901,5
E01027902,7
E01027903,7
E01027904,6
E01027905,2
E01027906,4
E01027907,1
E01027908,1
E01027909,2
E01027910,2
E01027911,1
E01027912,1
E01027913,2
E01027914,3
E01027915,2
E01027916,3
E01027917,5
E01027918,4
E01027919,4
E01027920,5
E01027921,4
E01027922,5
E01027923,7
E01027924,7
E01027925,0
E01027926,1
E01027927,0
E01027928,0
E01027929,0
E01027930,0
E01027931,0
E01027932,1
E01027933,0
E01027934,2
E01027935,0
E01027936,2
E01027937,0
E01027938,4
E01027939,1
E01027940,2
E01027941,2
E01027942,1
E01027943,0
E01027944,1
E01027945,5
E01027946,5
E01027947,0
E01027948,0
E01027949,0
E01027950,0
E01027951,2
E01027952,0
E01027953,2
E01027954,0
E01027955,0
E01027956,0
E01027957,2
E01027958,1
E01027959,1
E01027960,4
E01027961,4
E01027962,4
E01027963,4
E01027964,1
E01027965,0
E01027966,0
E01027967,0
E01027968,0
E01027969,0
E01027970,2
E01027971,2
E01027972,0
E01027973,1
E01027974,0
E01027975,1
E01027976,0
E01027977,0
E01027978,0
E01027979,2
E01027980,1
E01027981,2
E01027982,1
E01027983,1
E01027984,0
E01027985,0
E01027986,3
E01027987,2
E01027988,1
E01027989,0
E01027990,3
E01027991,0
E01027992,2
E01027993,3
E01027994,4
E01027995,1
E01027996,1
E01027997,1
E01027998,1
E01027999,4
E01028000,3
E01028001,5
E01028002,5
E01028003,4
E01028004,4
E01028005,4
E01028006,6
E01028007,6
E01028008,2
E01028009,4
E01028010,4
E01028011,0
E01028012,2
E01028013,0
E01028014,1
E01028015,2
E01028016,1
E01028017,2
E01028018,2
E01028019,3
E01028020,0
E01028021,0
E01028022,2
E01028023,5
E01028024,2
E01028025,2
E01028026,3
E01028027,2
E01028028,3
E01028029,6
E01028030,6
E01028031,5
E01028032,5
E01028033,7
E01028034,5
E01028035,5
E01028036,3
E01028037,5
E01028038,2
E01028039,7
E01028040,5
E01028041,6
E01028042,3
E01028043,3
E01028044,2
E01028045,3
E01028046,1
E01028047,2
E01028048,2
E01028049,1
E01028050,2
E01028051,3
E01028052,2
E01028053,1
E01028054,1
E01028055,0
E01028056,2
E01028057,0
E01028058,3
E01028059,3
E01028060,1
E01028061,4
E01028062,0
E01028063,4
E01028064,3
E01028065,0
E01028066,3
E01028067,1
E01028068,1
E01028069,2
E01028070,3
E01028073,1
E01028074,1
E01028075,1
E01028076,6
E01028077,3
E01028078,3
E01028079,2
E01028080,1
E01028081,3
E01028082,1
E01028083,1
E01028084,1
E01028085,1
E01028086,1
E01028087,2
E01028088,2
E01028089,1
E01028090,2
E01028091,4
E01028092,2
E01028093,3
E01028094,1
E01028095,1
E01028096,1
E01028097,1
E01028098,3
E01028099,1
E01028100,3
E01028101,3
E01028102,2
E01028103,2
E01028104,2
E01028105,2
E01028106,2
E01028107,5
E01028108,4
E01028109,2
E01028110,4
E01028111,2
E01028112,1
E01028113,3
E01028114,2
E01028115,3
E01028116,3
E01028117,5
E01028118,4
E01028119,3
E01028120,0
E01028121,4
E01028122,2
E01028123,3
E01028124,2
E01028125,2
E01028126,3
E01028127,3
E01028128,5
E01028129,2
E01028130,2
E01028131,4
E01028132,4
E01028133,2
E01028134,2
E01028135,4
E01028136,4
E01028137,3
E01028138,2
E01028139,4
E01028142,5
E01028143,0
E01028144,0
E01028146,0
E01028147,0
E01028148,7
E01028149,4
E01028150,3
E01028151,3
E01028152,5
E01028153,3
E01028154,3
E01028155,1
E01028156,3
E01028157,1
E01028158,1
E01028159,1
E01028160,1
E01028161,3
E01028162,1
E01028163,0
E01028164,1
E01028165,0
E01028166,0
E01028167,0
E01028168,2
E01028169,1
E01028170,1
E01028171,2
E01028172,2
E01028173,2
E01028174,1
E01028175,0
E01028176,0
E01028177,1
E01028178,3
E01028179,0
E01028180,3
E01028181,3
E01028182,0
E01028183,1
E01028184,5
E01028185,3
E01028186,2
E01028187,3
E01028188,4
E01028189,2
E01028190,1
E01028191,2
E01028192,1
E01028193,1
E01028194,1
E01028195,1
E01028196,1
E01028197,1
E01028198,4
E01028199,6
E01028200,3
E01028201,5
E01028202,1
E01028203,3
E01028204,2
E01028205,0
E01028206,0
E01028207,1
E01028208,0
E01028209,0
E01028210,1
E01028211,1
E01028212,1
E01028213,7
E01028214,0
E01028215,1
E01028216,0
E01028217,1
E01028218,0
E01028219,3
E01028220,2
E01028222,3
E01028223,2
E01028224,2
